factor	Group		
nope	ROC6_ORYSJ		
nope	UTR5B_ARATH		
nope	STRAP_DICDI		
nope	RS1_SYNP6		
nope	KCS4_ARATH		
nope	SUT12_ARATH		
nope	RS12_HORVU		
nope	PFD5_ARATH		
nope	SCO3_ARATH		
nope	ASR3_SOLLC		
nope	RUS1_ARATH		
nope	ACP1_HORVU		
nope	MFPA_CUCSA		
nope	MON1B_MOUSE		
nope	Y1590_SYNP2		
nope	CNPY1_DANRE		
nope	Y5457_ARATH		
nope	NNRD_SORBI		
nope	ASA2_ORYSJ		
nope	PARG2_ARATH		
nope	ODP25_ARATH		
nope	FAAA_BOVIN		
nope	BGL33_ORYSJ		
nope	THIM_MAIZE		
nope	CALM_PLAFA		
nope	GSR2_ARATH		
nope	GAT18_ORYSJ		
nope	TON2_ARATH		
nope	CRK35_ARATH		
nope	DIAP1_DROME		
nope	SYMM_ARATH		
nope	PRPX_HORVU		
nope	CYSG_PSEU2		
nope	RL18_ALISL		
nope	BX6_MAIZE		
nope	SPA1_ARATH		
nope	SNL1_ARATH		
nope	COL16_ARATH		
nope	TBCD_ARATH		
nope	TBB_HORVU		
nope	IAA13_ORYSJ		
nope	BMS1_HUMAN		
nope	PP438_ARATH		
nope	UTP6_SCHPO		
nope	PP1_MAIZE		
nope	C79D3_LOTJA		
nope	UBA2C_ARATH		
nope	DSE1_ARATH		
nope	EDRF1_MOUSE		
nope	APBLB_ARATH		
nope	VDAC6_ORYSJ		
nope	API5_DROME		
nope	KASC1_HORVU		
nope	RZ1A_ARATH		
nope	AMO1_ARTS1		
nope	PAPD5_MOUSE		
nope	DIM1A_ARATH		
nope	KSL10_ORYSJ		
nope	P2C27_ARATH		
nope	WIP2_ARATH		
nope	KYNB_BORA1		
nope	GCN5_ORYSJ		
nope	CACLC_ORYSJ		
nope	IP5P3_ARATH		
nope	EDL16_ARATH		
nope	RR6_ARATH		
nope	ERF1_ORYSJ		
nope	PP425_ARATH		
nope	CUS_ORYSJ		
nope	IF2G_CHICK		
nope	PPH_ARATH		
nope	STEP1_ARATH		
nope	KYNB_SALRD		
nope	U161_ARATH		
nope	GAT26_ARATH		
nope	PP319_ARATH		
nope	SPF30_XENTR		
nope	PWP2_YEAST		
nope	TGD3_ARATH		
nope	Y5126_ARATH		
nope	CNG18_ARATH		
nope	YAK1_YEAST		
nope	SNX1_ARATH		
nope	PRSN_PIEBR		
nope	CD2B2_DROME		
nope	PER1_ORYSJ		
nope	COI1A_ORYSJ		
nope	CXE15_ARATH		
nope	YQ13_SCHPO		
nope	WDR75_DANRE		
nope	RPA12_MACMU		
nope	RH35A_ORYSJ		
nope	AB20I_ARATH		
nope	CMTA4_ARATH		
nope	MPK3_ORYSJ		
nope	MAK16_DICDI		
nope	FBK28_ARATH		
nope	ARGJ_SORBI		
nope	UBC39_ARATH		
nope	TPR1_ARATH		
nope	GDPD2_ARATH		
nope	P4H3_ARATH		
nope	ACT1_ORYSJ		
nope	ITPK6_ORYSI		
nope	PROFA_ORYSJ		
nope	AP1S2_ARATH		
nope	TRH41_ORYSJ		
nope	SEN2_ORYSJ		
nope	C75A2_SOLME		
nope	BLH8_ARATH		
nope	CHLD_ORYSJ		
nope	P2C49_ORYSJ		
nope	COPZ2_ARATH		
nope	NNJA7_MAIZE		
nope	VATB2_HORVU		
nope	Y3123_ORYSJ		
nope	SMH2_MAIZE		
nope	RL361_ARATH		
nope	DPH2_NEMVE		
nope	BGL03_ORYSJ		
nope	11S2_SESIN		
nope	UBP7_ARATH		
nope	PLCD5_ARATH		
nope	SNR40_PONAB		
nope	PR1F2_ARATH		
nope	PMI15_ARATH		
nope	RRP12_YEAST		
nope	CLH2_ORYSJ		
nope	TAF10_ARATH		
nope	ALE2_ARATH		
nope	HAK10_ORYSJ		
nope	LRRC1_HUMAN		
nope	DNJ19_ARATH		
nope	CHS4_BROFI		
nope	YAB6_ORYSJ		
nope	OXR1_XENTR		
nope	EHD2_ARATH		
nope	TERC_ARATH		
nope	PNAA_PRUDU		
nope	APT1_WHEAT		
nope	RS241_ARATH		
nope	ARSA_METJA		
nope	FTSH4_ORYSJ		
nope	C86B1_ARATH		
nope	YH2X_SCHPO		
nope	PPR1_ARATH		
nope	MCC1_ARATH		
nope	GRXS4_ORYSJ		
nope	BRXL4_ARATH		
nope	PPT1_RAT		
nope	RL12_PRUAR		
nope	IAA21_ORYSJ		
nope	NPY1_ARATH		
nope	Y6689_DICDI		
nope	DAZP1_XENLA		
nope	RT31_ORYSJ		
nope	RK35_ARATH		
nope	RNG1B_ARATH		
nope	GPX2_ARATH		
nope	Y5513_ORYSJ		
nope	4CL1_ORYSJ		
nope	PROF4_MAIZE		
nope	NOL6_HUMAN		
nope	IBH1_ORYSJ		
nope	SBT17_ARATH		
nope	RCBT2_RAT		
nope	WTR17_ARATH		
nope	GLGB2_ARATH		
nope	SRP68_MOUSE		
nope	RM51_SCHPO		
nope	CAPP1_SORBI		
nope	PERX_LUPPO		
nope	CNR13_MAIZE		
nope	MCFJ_DICDI		
nope	ADF3_MAIZE		
nope	RRP8_ARATH		
nope	SOT1_ARATH		
nope	BUD32_DICDI		
nope	NADAP_HUMAN		
nope	U88F5_MALDO		
nope	PER15_IPOBA		
nope	DEXH3_ARATH		
nope	CTDSL_CHICK		
nope	ENDUA_XENLA		
nope	GUFP_ORYSI		
nope	KCS5_ARATH		
nope	IPYR_ORYSJ		
nope	PAP3_BRACM		
nope	CLT1_ARATH		
nope	WHY1_MAIZE		
nope	HFA2C_ORYSJ		
nope	SBH2_ARATH		
nope	RK4_ARATH		
nope	SIZ1_ORYSJ		
nope	XB32_ORYSJ		
nope	WRK50_ARATH		
nope	ATG4B_ORYSJ		
nope	FAN1_ORYSJ		
nope	ENAS1_ARATH		
nope	MCES1_ORYSJ		
nope	MD26A_ARATH		
nope	SCAM1_ORYSI		
nope	KIN17_HUMAN		
nope	ABD18_HUMAN		
nope	PSBW_ORYSJ		
nope	PROT2_ORYSJ		
nope	MHX1_ORYSJ		
nope	AVP1_ARATH		
nope	KRR1_YEASZ		
nope	RR9_ARATH		
nope	DIOX3_PAPSO		
nope	GBF4_ARATH		
nope	ARI8_ARATH		
nope	Y202_CLOB8		
nope	XPO2_ARATH		
nope	DRB6_ORYSJ		
nope	RH6_ORYSJ		
nope	DIOXL_ARATH		
nope	APRR5_ARATH		
nope	DHMA2_MYCTU		
nope	GST23_MAIZE		
nope	MCA6_ARATH		
nope	FRAY2_DICDI		
nope	SGR_ORYSI		
nope	RFA3_ORYSJ		
nope	COPB2_DICDI		
nope	M2K3_ARATH		
nope	Y788_ARCFU		
nope	E133_ARATH		
nope	PHL11_ARATH		
nope	ERGI3_XENLA		
nope	NAPES_ARATH		
nope	CHLH_ORYSI		
nope	TAF4B_ARATH		
nope	CBLA_DICDI		
nope	NR3L1_HUMAN		
nope	AEL1_ARATH		
nope	SAC2_ARATH		
nope	CNIF1_ARATH		
nope	XRN4_ARATH		
nope	NCPR2_ARATH		
nope	CATB_PONAB		
nope	TGFA1_BOVIN		
nope	NOP14_SCHPO		
nope	CSK2E_ARATH		
nope	TI232_ARATH		
nope	GMPAB_DANRE		
nope	CYP40_ARATH		
nope	SNX29_MOUSE		
nope	KIFC3_MOUSE		
nope	RTOR1_ORYSJ		
nope	CUCM1_CUCME		
nope	PQSH_PSEAE		
nope	CIPKW_ORYSJ		
nope	GDL72_ARATH		
nope	Y1141_ARATH		
nope	ALMT3_ARATH		
nope	PAP10_ARATH		
nope	MBD8_ARATH		
nope	WRK33_ARATH		
nope	ETFB_ORYSI		
nope	KS1_ORYSJ		
nope	CNOT4_HUMAN		
nope	XRCC1_ARATH		
nope	FMT_GEOMG		
nope	ALG13_RAT		
nope	GCSH2_ARATH		
nope	Y1559_ARATH		
nope	P2C57_ORYSJ		
nope	AROC_CAPSE		
nope	AB28B_ARATH		
nope	CLPR2_ARATH		
nope	HAK12_ORYSJ		
nope	RAD17_ARATH		
nope	SUVH1_TOBAC		
nope	BUP1_ARATH		
nope	CAPP1_SACHY		
nope	NDUB7_ARATH		
nope	PUS7_YEAST		
nope	PSMD3_DAUCA		
nope	VP35B_ARATH		
nope	NEMF_DROME		
nope	H2A4_ORYSJ		
nope	UBP4_ARATH		
nope	NAA11_MOUSE		
nope	RM19_SCHPO		
nope	XPOT_ORYSJ		
nope	NRPBB_ARATH		
nope	RBM25_HUMAN		
nope	RIC1_DROME		
nope	ACOX3_ARATH		
nope	AAPT2_ARATH		
nope	FERON_ARATH		
nope	CRK1_ARATH		
nope	ACOC_ORYSJ		
nope	YL021_MIMIV		
nope	EIF3L_NEMVE		
nope	PTI1_SOLLC		
nope	IAA17_ARATH		
nope	TF3C5_MOUSE		
nope	EFTS_SYNY3		
nope	BH133_ARATH		
nope	AATPA_ARATH		
nope	MHPC2_PSEPU		
nope	GBP6_PONAB		
nope	DTX15_ARATH		
nope	SLSG0_BRAOA		
nope	GBA2_RAT		
nope	PPME1_BOVIN		
nope	RNH1_CRIFA		
nope	MNS5_ARATH		
nope	MPP10_MOUSE		
nope	PUX7_ARATH		
nope	TBB1_ELEIN		
nope	POB1_ARATH		
nope	P2C55_ARATH		
nope	PHT21_ARATH		
nope	GDT11_ORYSI		
nope	AB12I_ARATH		
nope	NQOR_HALHL		
nope	TPPC2_PIG		
nope	RAP22_ARATH		
nope	FPA_ARATH		
nope	RR10_MESCR		
nope	Y554_AQUAE		
nope	FBL12_ARATH		
nope	VBF_ARATH		
nope	Y3359_ARATH		
nope	ARP6_ORYSJ		
nope	CDPKB_ARATH		
nope	YSL14_ORYSJ		
nope	SUT21_ARATH		
nope	CENPS_XENLA		
nope	HNRL1_MOUSE		
nope	FIPS5_ARATH		
nope	NIPA2_ARATH		
nope	PYRG_CANGA		
nope	POLIA_ORYSJ		
nope	CRK16_ARATH		
nope	AL2B7_ARATH		
nope	HEX6_RICCO		
nope	INSA_SHISO		
nope	GTOMC_ORYSJ		
nope	GPTC8_MOUSE		
nope	TCF25_HUMAN		
nope	SSY22_ORYSJ		
nope	AGUB_ORYSJ		
nope	DNAJ_RICAH		
nope	PHF3_HUMAN		
nope	ACFR1_ARATH		
nope	FAD1_MOUSE		
nope	RIMM_SYNPW		
nope	BIP2C_ORYSI		
nope	WDR12_MOUSE		
nope	BGAL8_ORYSJ		
nope	DJ1A_ARATH		
nope	VPS33_ARATH		
nope	Y2241_ARATH		
nope	THADA_CHICK		
nope	UBP15_ARATH		
nope	YA71_SCHPO		
nope	NDBAB_ARATH		
nope	PIS1_ARATH		
nope	FYPP3_ARATH		
nope	PMTP_ARATH		
nope	UBC15_ARATH		
nope	GSTU1_ORYSJ		
nope	AP2S_ARATH		
nope	YCF3_SACHY		
nope	NDS8A_ARATH		
nope	SRF8_ARATH		
nope	IMP2L_MOUSE		
nope	TIC21_ARATH		
nope	FAD1_HUMAN		
nope	LK111_ARATH		
nope	VIP1_YEAST		
nope	SPF27_ARATH		
nope	TLPH_ARATH		
nope	ZDH11_ARATH		
nope	NDHT_ARATH		
nope	PUR6_VIGAC		
nope	ADPRM_ORYSJ		
nope	PPD4_ARATH		
nope	ETUD1_MOUSE		
nope	CY11_SOLTU		
nope	BGL32_ORYSJ		
nope	TRABD_HUMAN		
nope	HGNAT_HUMAN		
nope	HERC2_DROME		
nope	TCHQD_ARATH		
nope	CRK14_ARATH		
nope	EF1A_METS5		
nope	DHGY_CUCSA		
nope	CDPKA_ARATH		
nope	GSHRP_TOBAC		
nope	ENPL_HORVU		
nope	APRL6_ORYSJ		
nope	DNAJ1_ARATH		
nope	MDR1_CRIGR		
nope	RS18_LACDA		
nope	NU4C_SORBI		
nope	ZDHC5_ARATH		
nope	SUVH6_ARATH		
nope	CSPL4_SORBI		
nope	CLCB_ARATH		
nope	PPOX2_ARATH		
nope	BZP17_ARATH		
nope	NHX8_ARATH		
nope	PSAO_ARATH		
nope	PERP7_BRARR		
nope	PMTJ_ARATH		
nope	3HID2_ARATH		
nope	SMG1_HUMAN		
nope	FAD1_SCHPO		
nope	PSRK_ARATH		
nope	HFA4B_ORYSJ		
nope	VA724_ARATH		
nope	PDS5A_CHICK		
nope	CHFR_XENLA		
nope	CXE18_ARATH		
nope	YAMB_SCHPO		
nope	RPP5_ARATH		
nope	PRNL1_ARATH		
nope	FHA2_ARATH		
nope	RIOK1_MOUSE		
nope	NDHO_ARATH		
nope	PSBO_WHEAT		
nope	LEA14_SOYBN		
nope	RCBT2_MOUSE		
nope	PROF5_MAIZE		
nope	GPT_MOUSE		
nope	ASF1B_ARATH		
nope	TI221_ARATH		
nope	HASP_MOUSE		
nope	CNOT4_MOUSE		
nope	PLSB_CUCSA		
nope	ARFRP_BOVIN		
nope	YP109_YEAST		
nope	SCRK1_MAIZE		
nope	DHAR2_ARATH		
nope	PXM16_ARATH		
nope	RBOHH_ARATH		
nope	RP8L3_ARATH		
nope	SUT1_ORYSJ		
nope	DTX42_ARATH		
nope	SYM1_YARLI		
nope	14331_ORYSJ		
nope	PLCD4_ARATH		
nope	WTR37_ARATH		
nope	SMEK_DICDI		
nope	UBP23_ARATH		
nope	CAAT2_ARATH		
nope	NEUR_DROVI		
nope	CHFR_MOUSE		
nope	YIPL6_ARATH		
nope	HSP7O_ARATH		
nope	YAED1_HUMAN		
nope	PLPD1_ARATH		
nope	GUF1_SORBI		
nope	STAR2_ORYSJ		
nope	WAK1_ARATH		
nope	AAE5_ARATH		
nope	IWS1_RAT		
nope	AMPD_ARATH		
nope	AB4C_ARATH		
nope	SLY1_ORYSJ		
nope	ELP4_ARATH		
nope	RMD1_YEAST		
nope	PAP12_ARATH		
nope	KAD1_ORYSJ		
nope	PDCD4_HUMAN		
nope	ERGI3_DICDI		
nope	KEA3_ARATH		
nope	PTR44_ARATH		
nope	PTC52_ARATH		
nope	TIM50_ARATH		
nope	SP1L1_ORYSJ		
nope	IAR1_ARATH		
nope	ATB_ARATH		
nope	U1135_ARATH		
nope	TBR_ARATH		
nope	TCPZA_ARATH		
nope	VATL_AVESA		
nope	AP5M_ARATH		
nope	GC1_ARATH		
nope	JHD2_YEAST		
nope	MED8_ARATH		
nope	VPS2C_ARATH		
nope	CRCK1_ARATH		
nope	NAC17_ARATH		
nope	SEC14_CANAL		
nope	PP281_ARATH		
nope	RDM3_ARATH		
nope	PMA1_NICPL		
nope	SBT19_ARATH		
nope	TLP1_ORYSJ		
nope	CAS1_SOLTU		
nope	HIPL1_ARATH		
nope	TYW4_RAT		
nope	SYWC_ARATH		
nope	PPD2_ARATH		
nope	SLD5_DICDI		
nope	AAAS_ARATH		
nope	SBDS_MOUSE		
nope	IF4A1_ORYSJ		
nope	NUP1_ARATH		
nope	PTR53_ARATH		
nope	UBP3_ARATH		
nope	FDFT_ARATH		
nope	CEMA_RHDSA		
nope	GTE7_ARATH		
nope	RST1_AVESA		
nope	DNJC7_DICDI		
nope	NB5R2_ARATH		
nope	MO25N_ARATH		
nope	RLA2B_MAIZE		
nope	ADCK4_RAT		
nope	RAF2A_ARATH		
nope	EIF2D_RAT		
nope	GRSF1_HUMAN		
nope	LPCT2_ARATH		
nope	LCYE_ARATH		
nope	DHQSD_ARATH		
nope	UBCP_ARATH		
nope	RHA2B_ARATH		
nope	TM208_DANRE		
nope	PPT1_MACFA		
nope	CP26B_ARATH		
nope	PRP18_RAT		
nope	PLT1_ARATH		
nope	MMGT_ARATH		
nope	UBP11_ARATH		
nope	RS5_CICAR		
nope	HMCS_ARATH		
nope	POLX_TOBAC		
nope	ARI7_ARATH		
nope	GAUT8_ARATH		
nope	MET18_BOVIN		
nope	ARF1_ARATH		
nope	DTX47_ARATH		
nope	GYP5_YEAST		
nope	TENA2_MAIZE		
nope	RWA4_ARATH		
nope	PSB6_ARATH		
nope	ZGPAT_DROAN		
nope	TATC_MAIZE		
nope	ALB3_ARATH		
nope	Y1388_SYNY3		
nope	TGA1B_TOBAC		
nope	DFRA_MALDO		
nope	TOM2B_ARATH		
nope	GPX4_MESCR		
nope	VPEB_ARATH		
nope	LACS9_ARATH		
nope	Y2144_ARATH		
nope	TET3_ARATH		
nope	DPO1_BACCA		
nope	Y1357_ARATH		
nope	WRK65_ARATH		
nope	UBP8_ARATH		
nope	HS188_ORYSJ		
nope	RH39_ORYSJ		
nope	NC2A_RAT		
nope	RL24_HORVU		
nope	SFT2B_MOUSE		
nope	U90A2_ARATH		
nope	UFOG7_FRAAN		
nope	TOCC_ORYSJ		
nope	FER_WHEAT		
nope	TRC_DROPS		
nope	PSKR1_ARATH		
nope	AP5Z1_MOUSE		
nope	FRS10_ARATH		
nope	T5AT_TAXCU		
nope	AOX2_TOBAC		
nope	ASB1_ORYSJ		
nope	Y1425_THEVO		
nope	COPB1_ORYSJ		
nope	CSCLD_ARATH		
nope	RL212_ARATH		
nope	UKL2_ARATH		
nope	NAC53_ARATH		
nope	ACO13_PONAB		
nope	CTK2_XENLA		
nope	ROG1_YEAST		
nope	RB11A_LOTJA		
nope	PGM_ARATH		
nope	CUT1A_ARATH		
nope	P4KG3_ARATH		
nope	BL1S2_ARATH		
nope	EGY2_ORYSI		
nope	ASNA_DROGR		
nope	ILL1_ORYSI		
nope	Y3196_ORYSJ		
nope	PRS8A_ARATH		
nope	NOC2L_ORYSJ		
nope	BIRC7_HUMAN		
nope	XLG1_ARATH		
nope	BRK1_ORYSJ		
nope	FBK15_ARATH		
nope	METK4_HORVU		
nope	BRM_ARATH		
nope	AOP1L_ARATH		
nope	AAED1_ARATH		
nope	CCB4_ARATH		
nope	COG8_MOUSE		
nope	AT13A_ARATH		
nope	Y1686_ARATH		
nope	SMBP2_MOUSE		
nope	SKI15_ARATH		
nope	DNAJ_BRADU		
nope	DFRA_SYNY3		
nope	CI111_ARATH		
nope	PAO_MAIZE		
nope	TRH21_ORYSJ		
nope	NOP56_PONAB		
nope	PX111_ORYSJ		
nope	RB1BV_BETVU		
nope	IQD31_ARATH		
nope	THOC1_ARATH		
nope	EIN3_ARATH		
nope	Y4399_DICDI		
nope	ALFC3_ARATH		
nope	RNZ2_MACFA		
nope	P2C30_ORYSJ		
nope	DHE3_MAIZE		
nope	SAD2H_ARATH		
nope	RZP23_ORYSJ		
nope	FBL17_ARATH		
nope	ZWIP4_ARATH		
nope	VA714_ARATH		
nope	COB22_ARATH		
nope	QCR7_SOLTU		
nope	GDL13_ARATH		
nope	HS189_ORYSJ		
nope	CRK40_ARATH		
nope	FUCO2_ARATH		
nope	PYL3_ARATH		
nope	NRPB3_ARATH		
nope	UBL5_ARATH		
nope	U76F1_ARATH		
nope	PSA5_ORYSJ		
nope	YSL7_ORYSJ		
nope	ASE1_ARATH		
nope	NSUN2_HUMAN		
nope	MD10B_ARATH		
nope	PITH1_ARATH		
nope	ASPL1_ARATH		
nope	CSGA_MYXXA		
nope	CCB1_ARATH		
nope	RUB1_BRANA		
nope	CSTR5_ORYSJ		
nope	TIM16_DANRE		
nope	SPG20_MOUSE		
nope	TIM21_ARATH		
nope	2ABB_ARATH		
nope	DRP4A_ARATH		
nope	BAG6_ARATH		
nope	AL2C4_ARATH		
nope	CEBPZ_HUMAN		
nope	PUX3_ARATH		
nope	FBT1_ARATH		
nope	YCF45_PORPU		
nope	YMG12_ARATH		
nope	TCPQ_ARATH		
nope	SHL_ARATH		
nope	PCNA_MAIZE		
nope	PTALR_ARATH		
nope	U75B1_ARATH		
nope	RF1_METSB		
nope	VAP31_ARATH		
nope	PUB29_ARATH		
nope	NUD15_ARATH		
nope	C7091_ARATH		
nope	T184A_HUMAN		
nope	SCP18_ARATH		
nope	TET18_ARATH		
nope	IF2C_PORPU		
nope	CFIS1_ARATH		
nope	LSM7_ARATH		
nope	SAC6_ARATH		
nope	STR6_ARATH		
nope	NOC3L_DROME		
nope	VATO2_ARATH		
nope	SBT26_ARATH		
nope	API5_CHICK		
nope	TCEB2_TULGE		
nope	RL18A_ORYSJ		
nope	NAC41_ARATH		
nope	Y103_SYNY3		
nope	LBD6_MAIZE		
nope	UBA2B_ARATH		
nope	HSP7C_PETHY		
nope	CB4B_SOLLC		
nope	SMBP2_MESAU		
nope	KYNB_BACC1		
nope	M2K5_ARATH		
nope	PMA7_ARATH		
nope	SIR1_ORYSI		
nope	YSL17_ORYSJ		
nope	ENDUB_DANRE		
nope	CC115_DANRE		
nope	CP123_ARATH		
nope	ZDS_NOSS1		
nope	VPS51_DROME		
nope	CFA20_DROME		
nope	CY12_SOLTU		
nope	NET2A_ARATH		
nope	POP3_ARATH		
nope	HSP81_ORYSJ		
nope	FZR2_ARATH		
nope	FPP_SOLLC		
nope	SBNO1_MOUSE		
nope	RAB5_TOBAC		
nope	RH10_ORYSJ		
nope	TCD_SCHPO		
nope	CLPB2_ORYSJ		
nope	CLC2_ORYSJ		
nope	P2_ARATH		
nope	FRS3_ARATH		
nope	PPP5_ARATH		
nope	BSHA_BACAN		
nope	FER2_MAIZE		
nope	ITPK1_ORYSJ		
nope	RAB2A_MAIZE		
nope	ASPR_HORVU		
nope	C3H11_ORYSJ		
nope	MYO14_ARATH		
nope	CCA1_YEAST		
nope	TBA2_ANEPH		
nope	PP418_ARATH		
nope	PATL3_ARATH		
nope	BCP_PEA		
nope	CAS1_ARATH		
nope	RH35_ARATH		
nope	ICMT_ORYSJ		
nope	ATG4B_ORYSI		
nope	PP356_ARATH		
nope	PER58_ARATH		
nope	PSMF1_ARATH		
nope	CRL_ARATH		
nope	AIM32_LACTC		
nope	CSP1_ARATH		
nope	TFB2_ARATH		
nope	PSD2_ORYSJ		
nope	RK13_ARATH		
nope	ADF2_ORYSJ		
nope	MSTO1_MOUSE		
nope	AKT2_ORYSJ		
nope	SCL27_ARATH		
nope	Y1144_ARATH		
nope	YTHD2_HUMAN		
nope	STAR1_ORYSJ		
nope	BAHL2_ORYSJ		
nope	PNG1_ORYSJ		
nope	IH5GT_IRIHO		
nope	NCLN_RAT		
nope	BRWD1_HUMAN		
nope	RKS1_ARATH		
nope	DUSA_SHEON		
nope	CIA30_ARATH		
nope	HESO1_ARATH		
nope	TRH22_ORYSJ		
nope	CAPZA_ARATH		
nope	NNJA8_MAIZE		
nope	GATP3_ORYSJ		
nope	SMO21_ARATH		
nope	KSG6_ARATH		
nope	RH5_ORYSJ		
nope	ODO1_PETHY		
nope	KCR1_ARATH		
nope	NOL6_XENLA		
nope	HBPL1_ARATH		
nope	NIA1_MAIZE		
nope	UTP17_SCHPO		
nope	YBT5_SCHPO		
nope	Y305_SYNY3		
nope	PAPS1_ARATH		
nope	RM46_PONAB		
nope	IMA1B_ORYSJ		
nope	SNF4_ARATH		
nope	PPR87_ARATH		
nope	WUN1_SOLTU		
nope	PUB23_ARATH		
nope	IF4E1_ORYSJ		
nope	MP703_ORYSJ		
nope	Y1689_ARATH		
nope	EFP_RHORT		
nope	LRX1_ARATH		
nope	PGTA_PONAB		
nope	DAP4_PSEMX		
nope	DSK2_SCHPO		
nope	NFYA7_ARATH		
nope	TM87A_XENTR		
nope	WAK2_ARATH		
nope	AB19I_ARATH		
nope	RAC6_ORYSJ		
nope	PGR5_ARATH		
nope	OHK4_ORYSJ		
nope	LOX6_ORYSJ		
nope	T184A_RAT		
nope	JAL19_ARATH		
nope	ORP2B_ARATH		
nope	HAK22_ORYSJ		
nope	C71BV_ARATH		
nope	YSL5_ORYSJ		
nope	PRXD1_XENLA		
nope	PORA_WHEAT		
nope	CDC27_MOUSE		
nope	CCX5_ARATH		
nope	TRN1_ARATH		
nope	NAA35_DANRE		
nope	TKTC_MAIZE		
nope	LOR7_ARATH		
nope	BRE1A_ORYSJ		
nope	RBM42_BOVIN		
nope	C86A4_ARATH		
nope	CHAC2_RAT		
nope	DNAT1_ARATH		
nope	DRL5_ARATH		
nope	LIPBL_ARATH		
nope	FIGL1_CAEBR		
nope	ZFP1_WHEAT		
nope	SPL6_ORYSJ		
nope	WTR43_ARATH		
nope	GRPE_PROM3		
nope	CCR4F_ARATH		
nope	SH3P3_ARATH		
nope	U7E11_ARATH		
nope	TBA_PRUDU		
nope	CLCG_ARATH		
nope	FTSH8_ORYSJ		
nope	HERC3_HUMAN		
nope	WDR70_XENTR		
nope	CTSL2_HUMAN		
nope	Y1222_ARATH		
nope	FATB_ARATH		
nope	URIC_PHAVU		
nope	S35D3_MOUSE		
nope	RQL3_ARATH		
nope	SCL34_ARATH		
nope	ATXR4_ARATH		
nope	FBK77_ARATH		
nope	SBT61_ARATH		
nope	RU1C1_SORBI		
nope	NAC78_ARATH		
nope	CLASP_ARATH		
nope	TCEA1_TULGE		
nope	RL13A_PICMA		
nope	HMDH3_ORYSJ		
nope	SF3B1_XENLA		
nope	ALG6_ARATH		
nope	E70B1_ARATH		
nope	BSDC1_CHICK		
nope	PAT_PINPS		
nope	ZFY26_MOUSE		
nope	SLSG3_BRAOL		
nope	RL273_ARATH		
nope	YFHM_BACSU		
nope	WBP4_CHICK		
nope	IF2B_ARATH		
nope	RL11_ORYSJ		
nope	SMBP2_HUMAN		
nope	NAGK_DICDI		
nope	MNMG_NOSS1		
nope	CSCL2_ARATH		
nope	YPQ3_YEAST		
nope	LHW_ARATH		
nope	MNME_BACLD		
nope	SSL4_ARATH		
nope	DPH3_YEAST		
nope	DHEB_NICPL		
nope	FBW2_ARATH		
nope	ARAD1_ARATH		
nope	GALDH_ARATH		
nope	VQ4_ARATH		
nope	WRK58_ARATH		
nope	RBL12_ARATH		
nope	U73D1_ARATH		
nope	OEP21_ORYSI		
nope	GPAT1_ARATH		
nope	ART1_ORYSJ		
nope	CYSK_MAIZE		
nope	SBT3B_ARATH		
nope	RL9_ORYSJ		
nope	RL27_NOVAD		
nope	RK4_TOBAC		
nope	GGP4_ARATH		
nope	C3H44_ARATH		
nope	F188A_MOUSE		
nope	Y2179_DICDI		
nope	Y4103_ARATH		
nope	HIS4_ARATH		
nope	SACS_MOUSE		
nope	RS1A_SYNY3		
nope	E13B_HORVU		
nope	GDL22_ARATH		
nope	RFC3_ARATH		
nope	EDSBC_ARATH		
nope	MYO3_ARATH		
nope	PAO4_ARATH		
nope	MYTM1_ARATH		
nope	ALFL1_ORYSJ		
nope	WAKLF_ARATH		
nope	HUAL2_ARATH		
nope	STT3A_ARATH		
nope	RA51B_ARATH		
nope	KASM_ARATH		
nope	ATG9_ARATH		
nope	ALG11_ARATH		
nope	JM706_ORYSJ		
nope	AMERL_ARATH		
nope	MFL1_ARATH		
nope	UCR11_SOLTU		
nope	DRM2_ARATH		
nope	PUB16_ARATH		
nope	COB21_ARATH		
nope	RT10_PEA		
nope	TRM5_SORBI		
nope	SMST_SANMU		
nope	ATP4_IPOBA		
nope	LRK32_ARATH		
nope	TPR3_ARATH		
nope	GLGL1_ARATH		
nope	RC22_ARATH		
nope	ACA4_ORYSJ		
nope	C3H2_ORYSJ		
nope	PGK2_PYRFU		
nope	RH32_ORYSJ		
nope	UBC13_ARATH		
nope	RAD23_ORYSJ		
nope	CTBL1_RAT		
nope	HOX10_ORYSI		
nope	PP342_ARATH		
nope	PIRL4_ORYSJ		
nope	GEML8_ARATH		
nope	JMJ18_ARATH		
nope	LWD1_ARATH		
nope	ROCO6_DICDI		
nope	GTE11_ARATH		
nope	GRPE_THEEB		
nope	MRD1_SCHPO		
nope	C3H24_ORYSJ		
nope	PT225_ARATH		
nope	Y1154_ARATH		
nope	CSN3_ARATH		
nope	FAR1_ARATH		
nope	MED28_ARATH		
nope	CLV1_ARATH		
nope	RS91_ARATH		
nope	RCOR2_RAT		
nope	CNBP_MOUSE		
nope	ACOT9_MOUSE		
nope	MAP1D_ARATH		
nope	YGB0_YEAST		
nope	NDUS1_SOLTU		
nope	CNOT1_MOUSE		
nope	DI191_ARATH		
nope	EI2BD_HUMAN		
nope	NEK3_ORYSJ		
nope	AUXI2_ARATH		
nope	ACBSY_ORYSJ		
